deployment_id,species,time_in_fov_s,image_time_s,duration_days,distance,effort,density_km2,density_image_time_km2
SUN_PRAIRIE_108_R5,American bison,0,0,6.094803241,14,3.9301079844907436,0,0
SUN_PRAIRIE_108_R5,Coyote,0,0,6.094803241,14,3.9301079844907436,0,0
SUN_PRAIRIE_108_R5,Mule deer,0,0,6.094803241,14,3.9301079844907436,0,0
SUN_PRAIRIE_108_R5,Pronghorn,0,0,6.094803241,14,3.9301079844907436,0,0
SUN_PRAIRIE_108_R5,White-tailed deer,0,0,6.094803241,14,3.9301079844907436,0,0
SUN_PRAIRIE_109_R1,American bison,0,0,4.257430556,5,0.35016787738386546,0,0
SUN_PRAIRIE_109_R1,Coyote,0,0,4.257430556,5,0.35016787738386546,0,0
SUN_PRAIRIE_109_R1,Mule deer,0,0,4.257430556,5,0.35016787738386546,0,0
SUN_PRAIRIE_109_R1,Pronghorn,12.747172322022621,14,4.257430556,5,0.35016787738386546,4.213313847984464,4.627410093913519
SUN_PRAIRIE_109_R1,White-tailed deer,0,0,4.257430556,5,0.35016787738386546,0,0
SUN_PRAIRIE_109_R2,American bison,0,0,37.87484954,14,24.422814437585807,0,0
SUN_PRAIRIE_109_R2,Coyote,0,0,37.87484954,14,24.422814437585807,0,0
SUN_PRAIRIE_109_R2,Mule deer,0,0,37.87484954,14,24.422814437585807,0,0
SUN_PRAIRIE_109_R2,Pronghorn,0,0,37.87484954,14,24.422814437585807,0,0
SUN_PRAIRIE_109_R2,White-tailed deer,0,0,37.87484954,14,24.422814437585807,0,0
SUN_PRAIRIE_109_R3,American bison,0,0,25.31693287,14,16.325101251156724,0,0
SUN_PRAIRIE_109_R3,Coyote,0,0,25.31693287,14,16.325101251156724,0,0
SUN_PRAIRIE_109_R3,Mule deer,0,0,25.31693287,14,16.325101251156724,0,0
SUN_PRAIRIE_109_R3,Pronghorn,0,0,25.31693287,14,16.325101251156724,0,0
SUN_PRAIRIE_109_R3,White-tailed deer,0,0,25.31693287,14,16.325101251156724,0,0
SUN_PRAIRIE_109_R4,American bison,931.9741330400052,942,33.64217593,14,21.69346228418062,4.9723448980257645,5.025835726429128
SUN_PRAIRIE_109_R4,Coyote,7.041758241758242,14,33.64217593,14,21.69346228418062,0.037569766611789096,0.07469394922506134
SUN_PRAIRIE_109_R4,Mule deer,0,0,33.64217593,14,21.69346228418062,0,0
SUN_PRAIRIE_109_R4,Pronghorn,24.735861610113105,42,33.64217593,14,21.69346228418062,0.1319727993674237,0.22408184767518402
SUN_PRAIRIE_109_R4,White-tailed deer,0,0,33.64217593,14,21.69346228418062,0,0
SUN_PRAIRIE_109_R5,American bison,277.6981397677213,246,0.973020833,14,0.6274323868446493,51.22621827138777,45.37894890222151
SUN_PRAIRIE_109_R5,Coyote,0,0,0.973020833,14,0.6274323868446493,0,0
SUN_PRAIRIE_109_R5,Mule deer,0,0,0.973020833,14,0.6274323868446493,0,0
SUN_PRAIRIE_109_R5,Pronghorn,0,0,0.973020833,14,0.6274323868446493,0,0
SUN_PRAIRIE_109_R5,White-tailed deer,0,0,0.973020833,14,0.6274323868446493,0,0
SUN_PRAIRIE_110_R1,American bison,0,0,4.063645833,11,1.6176700407892632,0,0
SUN_PRAIRIE_110_R1,Coyote,0,0,4.063645833,11,1.6176700407892632,0,0
SUN_PRAIRIE_110_R1,Mule deer,0,0,4.063645833,11,1.6176700407892632,0,0
SUN_PRAIRIE_110_R1,Pronghorn,0,0,4.063645833,11,1.6176700407892632,0,0
SUN_PRAIRIE_110_R1,White-tailed deer,0,0,4.063645833,11,1.6176700407892632,0,0
SUN_PRAIRIE_110_R2,American bison,0,0,36.00190972,14,23.215087879403278,0,0
SUN_PRAIRIE_110_R2,Coyote,0,0,36.00190972,14,23.215087879403278,0,0
SUN_PRAIRIE_110_R2,Mule deer,0,0,36.00190972,14,23.215087879403278,0,0
SUN_PRAIRIE_110_R2,Pronghorn,0,0,36.00190972,14,23.215087879403278,0,0
SUN_PRAIRIE_110_R2,White-tailed deer,0,0,36.00190972,14,23.215087879403278,0,0
SUN_PRAIRIE_110_R3,American bison,0,0,28.04716435,14,18.085634629309787,0,0
SUN_PRAIRIE_110_R3,Coyote,0,0,28.04716435,14,18.085634629309787,0,0
